id,label,title,url,hub,authority,pagerank,in_degree,out_degree,closeness,betweenness
878911802,878911802,The Knowledge Project with Shane Parrish,https://fs.blog/the-knowledge-project/,0.00012517813883889891,0.0,0.00010457129274273427,0.0,0.036966220522625874,0.0,0.0
2607495604,2607495604,"Cracking the Code of Love with Psychologist and EFT Pioneer, Dr. Sue Johnson [The Knowledge Project Ep. #62]",https://fs.blog/sue-johnson/,0.0,2.2675766145574848e-05,0.00010610368175789895,0.0006373486297004461,0.0,0.0006373486297004461,0.0
4070835184,4070835184,When Good Intentions Go Bad with Social Psychologist Jonathan Haidt [The Knowledge Project Ep. #61],https://fs.blog/jonathan-haidt/,0.0,2.2675766145574848e-05,0.00010610368175789895,0.0006373486297004461,0.0,0.0006373486297004461,0.0
2892593722,2892593722,"Leading Above the Line: My Interview with Leadership Expert, Jim Dethmer [The Knowledge Project Ep. #60]",https://fs.blog/jim-dethmer/,0.0,2.2675766145574848e-05,0.00010610368175789895,0.0006373486297004461,0.0,0.0006373486297004461,0.0
3739989806,3739989806,Following Intellectual Curiosity with Thomas Tull [The Knowledge Project Ep. #59],https://fs.blog/thomas-tull/,0.0,2.2675766145574848e-05,0.00010610368175789895,0.0006373486297004461,0.0,0.0006373486297004461,0.0
2727648062,2727648062,Popping the Filter Bubble with Gabriel Weinberg [The Knowledge Project Ep. #58],https://fs.blog/gabriel-weinberg/,2.6581394449321383e-05,2.2675766145574848e-05,0.00010610368175789895,0.0006373486297004461,0.0006373486297004461,0.0006373486297004461,2.5242585942735673e-05
1125610307,1125610307,Decoding Difficult Conversations with Sheila Heen [The Knowledge Project Ep. #57],https://fs.blog/sheila-heen/,0.0,2.2675766145574848e-05,0.00010610368175789895,0.0006373486297004461,0.0,0.0006373486297004461,0.0
2563002376,2563002376,Catalyzing Success with Daniel Gross [The Knowledge Project Ep. #56],https://fs.blog/daniel-gross/,0.0,2.2675766145574848e-05,0.00010610368175789895,0.0006373486297004461,0.0,0.0006373486297004461,0.0
1761605076,1761605076,Becoming a Model Thinker with Scott Page [The Knowledge Project Ep. #55],https://fs.blog/scott-page/,2.6581394449321383e-05,2.2675766145574848e-05,0.00010610368175789895,0.0006373486297004461,0.0006373486297004461,0.0006373486297004461,2.5242585942735673e-05
16386020,16386020,"Luck, Risk and Avoiding Losers with Howard Marks [The Knowledge Project Ep. #53]",https://fs.blog/howard-marks/,0.0,2.2675766145574848e-05,0.00010610368175789895,0.0006373486297004461,0.0,0.0006373486297004461,0.0
2444158675,2444158675,Peaceful Parenting with Dr. Laura Markham [The Knowledge Project Ep. #52],https://fs.blog/laura-markham/,1.4509119189521723e-07,2.2675766145574848e-05,0.00010610368175789895,0.0006373486297004461,0.0006373486297004461,0.0006373486297004461,0.0
1262704348,1262704348,The Dying Art of Conversation with Celeste Headlee [The Knowledge Project Ep. #51],https://fs.blog/celeste-headlee/,0.0,2.2675766145574848e-05,0.00010610368175789895,0.0006373486297004461,0.0,0.0006373486297004461,0.0
3436728153,3436728153,Inventing the Future with Lux Capital’s Josh Wolfe [The Knowledge Project Ep. #50],https://fs.blog/josh-wolfe/,0.0,2.2675766145574848e-05,0.00010610368175789895,0.0006373486297004461,0.0,0.0006373486297004461,0.0
3501103913,3501103913,Goal Mining: My Interview with NHL Player Turned Mining Executive Brent Gilchrist [The Knowledge Project Ep. #49],https://fs.blog/brent-gilchrist/,0.0,2.2675766145574848e-05,0.00010610368175789895,0.0006373486297004461,0.0,0.0006373486297004461,0.0
2094360544,2094360544,Winning at the Great Game: My Interview with Adam Robinson (Part 2) [The Knowledge Project Ep. #48],https://fs.blog/adam-robinson-pt2/,2.3812704970378953e-07,3.725913274804753e-05,0.0012224736282994916,0.0019120458891013384,0.0006373486297004461,0.22185694451098617,0.0
1475884067,1475884067,Winning at the Great Game: My Interview with Adam Robinson (Part 1) [The Knowledge Project Ep. #47],https://fs.blog/adam-robinson-pt1/,2.3812704970378953e-07,3.725913274804753e-05,0.0012224736282994916,0.0019120458891013384,0.0006373486297004461,0.22185694451098617,0.0
4059873383,4059873383,"Authenticity, Kindness, and Self Love: My Conversation with Sophie Grégoire Trudeau [The Knowledge Project Ep. #46]",https://fs.blog/sophie-gregoire-trudeau/,0.0,2.2675766145574848e-05,0.00010610368175789895,0.0006373486297004461,0.0,0.0006373486297004461,0.0
147570101,147570101,Taking Time to Get It Right: My Interview with Award Winning Chef Dan Kluger [The Knowledge Project Ep. #45],https://fs.blog/dan-kluger/,0.0,2.2675766145574848e-05,0.00010610368175789895,0.0006373486297004461,0.0,0.0006373486297004461,0.0
